"Category";"locus_tag"
"Biosynthesis of secondary metabolites";"b2400"
"Biosynthesis of secondary metabolites";"b2407"
"Biosynthesis of secondary metabolites";"b2414"
"Biosynthesis of secondary metabolites";"b2436"
"Biosynthesis of secondary metabolites";"b2453"
"Biosynthesis of secondary metabolites";"b2464"
"Biosynthesis of secondary metabolites";"b2465"
"Biosynthesis of secondary metabolites";"b2476"
"Biosynthesis of secondary metabolites";"b2478"
"Biosynthesis of secondary metabolites";"b2499"
"Biosynthesis of secondary metabolites";"b2500"
"Biosynthesis of secondary metabolites";"b2508"
"Biosynthesis of secondary metabolites";"b2515"
"Biosynthesis of secondary metabolites";"b2518"
"Biosynthesis of secondary metabolites";"b2533"
"Biosynthesis of secondary metabolites";"b2551"
"Biosynthesis of secondary metabolites";"b2557"
"Biosynthesis of secondary metabolites";"b2585"
"Biosynthesis of secondary metabolites";"b2599"
"Biosynthesis of secondary metabolites";"b2600"
"Biosynthesis of secondary metabolites";"b2601"
"Biosynthesis of secondary metabolites";"b2744"
"Biosynthesis of secondary metabolites";"b2746"
"Biosynthesis of secondary metabolites";"b2747"
"Biosynthesis of secondary metabolites";"b2751"
"Biosynthesis of secondary metabolites";"b2752"
"Biosynthesis of secondary metabolites";"b2779"
"Biosynthesis of secondary metabolites";"b2797"
"Biosynthesis of secondary metabolites";"b2818"
"Biosynthesis of secondary metabolites";"b2838"
"Biosynthesis of secondary metabolites";"b2844"
"Biosynthesis of secondary metabolites";"b2889"
"Biosynthesis of secondary metabolites";"b2903"
"Biosynthesis of secondary metabolites";"b2904"
"Biosynthesis of secondary metabolites";"b2905"
"Biosynthesis of secondary metabolites";"b2906"
"Biosynthesis of secondary metabolites";"b2907"
"Biosynthesis of secondary metabolites";"b2913"
"Biosynthesis of secondary metabolites";"b2914"
"Biosynthesis of secondary metabolites";"b2925"
"Biosynthesis of secondary metabolites";"b2926"
"Biosynthesis of secondary metabolites";"b2929"
"Biosynthesis of secondary metabolites";"b2930"
"Biosynthesis of secondary metabolites";"b2935"
"Biosynthesis of secondary metabolites";"b2938"
"Biosynthesis of secondary metabolites";"b2942"
"Biosynthesis of secondary metabolites";"b2957"
"Biosynthesis of secondary metabolites";"b2965"
"Biosynthesis of secondary metabolites";"b2976"
"Biosynthesis of secondary metabolites";"b2979"
"Biosynthesis of secondary metabolites";"b3008"
"Biosynthesis of secondary metabolites";"b3018"
"Biosynthesis of secondary metabolites";"b3039"
"Biosynthesis of secondary metabolites";"b3041"
"Biosynthesis of secondary metabolites";"b3059"
"Biosynthesis of secondary metabolites";"b3117"
"Biosynthesis of secondary metabolites";"b3124"
"Biosynthesis of secondary metabolites";"b3172"
"Biosynthesis of secondary metabolites";"b3187"
"Biosynthesis of secondary metabolites";"b3212"
"Biosynthesis of secondary metabolites";"b3213"
"Biosynthesis of secondary metabolites";"b3236"
"Biosynthesis of secondary metabolites";"b3255"
"Biosynthesis of secondary metabolites";"b3256"
"Biosynthesis of secondary metabolites";"b3281"
"Biosynthesis of secondary metabolites";"b3359"
"Biosynthesis of secondary metabolites";"b3368"
"Biosynthesis of secondary metabolites";"b3385"
"Biosynthesis of secondary metabolites";"b3386"
"Biosynthesis of secondary metabolites";"b3389"
"Biosynthesis of secondary metabolites";"b3390"
"Biosynthesis of secondary metabolites";"b3403"
"Biosynthesis of secondary metabolites";"b3416"
"Biosynthesis of secondary metabolites";"b3417"
"Biosynthesis of secondary metabolites";"b3425"
"Biosynthesis of secondary metabolites";"b3426"
"Biosynthesis of secondary metabolites";"b3428"
"Biosynthesis of secondary metabolites";"b3429"
"Biosynthesis of secondary metabolites";"b3430"
"Biosynthesis of secondary metabolites";"b3432"
"Biosynthesis of secondary metabolites";"b3433"
"Biosynthesis of secondary metabolites";"b3437"
"Biosynthesis of secondary metabolites";"b3517"
"Biosynthesis of secondary metabolites";"b3519"
"Biosynthesis of secondary metabolites";"b3553"
"Biosynthesis of secondary metabolites";"b3571"
"Biosynthesis of secondary metabolites";"b3572"
"Biosynthesis of secondary metabolites";"b3588"
"Biosynthesis of secondary metabolites";"b3589"
"Biosynthesis of secondary metabolites";"b3607"
"Biosynthesis of secondary metabolites";"b3608"
"Biosynthesis of secondary metabolites";"b3612"
"Biosynthesis of secondary metabolites";"b3670"
"Biosynthesis of secondary metabolites";"b3671"
"Biosynthesis of secondary metabolites";"b3744"
"Biosynthesis of secondary metabolites";"b3769"
"Biosynthesis of secondary metabolites";"b3770"
"Biosynthesis of secondary metabolites";"b3771"
"Biosynthesis of secondary metabolites";"b3772"
"Biosynthesis of secondary metabolites";"b3774"
"Biosynthesis of secondary metabolites";"b3788"
"Biosynthesis of secondary metabolites";"b3789"
"Biosynthesis of secondary metabolites";"b3803"
"Biosynthesis of secondary metabolites";"b3804"
"Biosynthesis of secondary metabolites";"b3805"
"Biosynthesis of secondary metabolites";"b3809"
"Biosynthesis of secondary metabolites";"b3812"
"Biosynthesis of secondary metabolites";"b3821"
"Biosynthesis of secondary metabolites";"b3829"
"Biosynthesis of secondary metabolites";"b3833"
"Biosynthesis of secondary metabolites";"b3843"
"Biosynthesis of secondary metabolites";"b3845"
"Biosynthesis of secondary metabolites";"b3846"
"Biosynthesis of secondary metabolites";"b3850"
"Biosynthesis of secondary metabolites";"b3867"
"Biosynthesis of secondary metabolites";"b3879"
"Biosynthesis of secondary metabolites";"b3916"
"Biosynthesis of secondary metabolites";"b3918"
"Biosynthesis of secondary metabolites";"b3919"
"Biosynthesis of secondary metabolites";"b3925"
"Biosynthesis of secondary metabolites";"b3930"
"Biosynthesis of secondary metabolites";"b3939"
"Biosynthesis of secondary metabolites";"b3940"
"Biosynthesis of secondary metabolites";"b3942"
"Biosynthesis of secondary metabolites";"b3957"
"Biosynthesis of secondary metabolites";"b3958"
"Biosynthesis of secondary metabolites";"b3959"
"Biosynthesis of secondary metabolites";"b3960"
"Biosynthesis of secondary metabolites";"b3997"
"Biosynthesis of secondary metabolites";"b4005"
"Biosynthesis of secondary metabolites";"b4006"
"Biosynthesis of secondary metabolites";"b4013"
"Biosynthesis of secondary metabolites";"b4014"
"Biosynthesis of secondary metabolites";"b4015"
"Biosynthesis of secondary metabolites";"b4019"
"Biosynthesis of secondary metabolites";"b4024"
"Biosynthesis of secondary metabolites";"b4025"
"Biosynthesis of secondary metabolites";"b4039"
"Biosynthesis of secondary metabolites";"b4040"
"Biosynthesis of secondary metabolites";"b4041"
"Biosynthesis of secondary metabolites";"b4042"
"Biosynthesis of secondary metabolites";"b4054"
"Biosynthesis of secondary metabolites";"b4069"
"Biosynthesis of secondary metabolites";"b4090"
"Biosynthesis of secondary metabolites";"b4117"
"Biosynthesis of secondary metabolites";"b4122"
"Biosynthesis of secondary metabolites";"b4131"
"Biosynthesis of secondary metabolites";"b4151"
"Biosynthesis of secondary metabolites";"b4152"
"Biosynthesis of secondary metabolites";"b4153"
"Biosynthesis of secondary metabolites";"b4154"
"Biosynthesis of secondary metabolites";"b4160"
"Biosynthesis of secondary metabolites";"b4171"
"Biosynthesis of secondary metabolites";"b4211"
"Biosynthesis of secondary metabolites";"b4232"
"Biosynthesis of secondary metabolites";"b4254"
"Biosynthesis of secondary metabolites";"b4268"
"Biosynthesis of secondary metabolites";"b4269"
"Biosynthesis of secondary metabolites";"b4384"
"Biosynthesis of secondary metabolites";"b4388"
"Biosynthesis of secondary metabolites";"b4395"
"Biosynthesis of secondary metabolites";"b4467"
"Biosynthesis of secondary metabolites";"b4468"
"Biosynthesis of secondary metabolites";"b4471"
"Microbial metabolism in diverse environments";"b0002"
"Microbial metabolism in diverse environments";"b0003"
"Microbial metabolism in diverse environments";"b0004"
"Microbial metabolism in diverse environments";"b0008"
"Microbial metabolism in diverse environments";"b0031"
"Microbial metabolism in diverse environments";"b0061"
"Microbial metabolism in diverse environments";"b0114"
"Microbial metabolism in diverse environments";"b0115"
"Microbial metabolism in diverse environments";"b0116"
"Microbial metabolism in diverse environments";"b0118"
"Microbial metabolism in diverse environments";"b0154"
"Microbial metabolism in diverse environments";"b0166"
"Microbial metabolism in diverse environments";"b0185"
"Microbial metabolism in diverse environments";"b0186"
"Microbial metabolism in diverse environments";"b0284"
"Microbial metabolism in diverse environments";"b0285"
"Microbial metabolism in diverse environments";"b0286"
"Microbial metabolism in diverse environments";"b0323"
"Microbial metabolism in diverse environments";"b0325"
"Microbial metabolism in diverse environments";"b0347"
"Microbial metabolism in diverse environments";"b0348"
"Microbial metabolism in diverse environments";"b0349"
"Microbial metabolism in diverse environments";"b0350"
"Microbial metabolism in diverse environments";"b0351"
"Microbial metabolism in diverse environments";"b0352"
"Microbial metabolism in diverse environments";"b0355"
"Microbial metabolism in diverse environments";"b0356"
"Microbial metabolism in diverse environments";"b0369"
"Microbial metabolism in diverse environments";"b0512"
"Microbial metabolism in diverse environments";"b0514"
"Microbial metabolism in diverse environments";"b0515"
"Microbial metabolism in diverse environments";"b0516"
"Microbial metabolism in diverse environments";"b0517"
"Microbial metabolism in diverse environments";"b0521"
"Microbial metabolism in diverse environments";"b0529"
"Microbial metabolism in diverse environments";"b0578"
"Microbial metabolism in diverse environments";"b0688"
"Microbial metabolism in diverse environments";"b0720"
"Microbial metabolism in diverse environments";"b0721"
"Microbial metabolism in diverse environments";"b0722"
"Microbial metabolism in diverse environments";"b0723"
"Microbial metabolism in diverse environments";"b0724"
"Microbial metabolism in diverse environments";"b0726"
"Microbial metabolism in diverse environments";"b0727"
"Microbial metabolism in diverse environments";"b0728"
"Microbial metabolism in diverse environments";"b0729"
"Microbial metabolism in diverse environments";"b0755"
"Microbial metabolism in diverse environments";"b0756"
"Microbial metabolism in diverse environments";"b0767"
"Microbial metabolism in diverse environments";"b0771"
"Microbial metabolism in diverse environments";"b0851"
"Microbial metabolism in diverse environments";"b0870"
"Microbial metabolism in diverse environments";"b0903"
"Microbial metabolism in diverse environments";"b0907"
"Microbial metabolism in diverse environments";"b0963"
"Microbial metabolism in diverse environments";"b0968"
"Microbial metabolism in diverse environments";"b0972"
"Microbial metabolism in diverse environments";"b0973"
"Microbial metabolism in diverse environments";"b0996"
"Microbial metabolism in diverse environments";"b0997"
"Microbial metabolism in diverse environments";"b0998"
"Microbial metabolism in diverse environments";"b1002"
"Microbial metabolism in diverse environments";"b1033"
"Microbial metabolism in diverse environments";"b1136"
"Microbial metabolism in diverse environments";"b1207"
"Microbial metabolism in diverse environments";"b1210"
"Microbial metabolism in diverse environments";"b1224"
"Microbial metabolism in diverse environments";"b1225"
"Microbial metabolism in diverse environments";"b1227"
"Microbial metabolism in diverse environments";"b1241"
"Microbial metabolism in diverse environments";"b1276"
"Microbial metabolism in diverse environments";"b1302"
"Microbial metabolism in diverse environments";"b1378"
"Microbial metabolism in diverse environments";"b1380"
"Microbial metabolism in diverse environments";"b1385"
"Microbial metabolism in diverse environments";"b1387"
"Microbial metabolism in diverse environments";"b1388"
"Microbial metabolism in diverse environments";"b1389"
"Microbial metabolism in diverse environments";"b1390"
"Microbial metabolism in diverse environments";"b1391"
"Microbial metabolism in diverse environments";"b1392"
"Microbial metabolism in diverse environments";"b1393"
"Microbial metabolism in diverse environments";"b1394"
"Microbial metabolism in diverse environments";"b1395"
"Microbial metabolism in diverse environments";"b1397"
"Microbial metabolism in diverse environments";"b1398"
"Microbial metabolism in diverse environments";"b1406"
"Microbial metabolism in diverse environments";"b1415"
"Microbial metabolism in diverse environments";"b1444"
"Microbial metabolism in diverse environments";"b1461"
"Microbial metabolism in diverse environments";"b1465"
"Microbial metabolism in diverse environments";"b1467"
"Microbial metabolism in diverse environments";"b1468"
"Microbial metabolism in diverse environments";"b1478"
"Microbial metabolism in diverse environments";"b1493"
"Microbial metabolism in diverse environments";"b1525"
"Microbial metabolism in diverse environments";"b1611"
"Microbial metabolism in diverse environments";"b1612"
"Microbial metabolism in diverse environments";"b1638"
"Microbial metabolism in diverse environments";"b1650"
"Microbial metabolism in diverse environments";"b1670"
"Microbial metabolism in diverse environments";"b1675"
"Microbial metabolism in diverse environments";"b1676"
"Microbial metabolism in diverse environments";"b1694"
"Microbial metabolism in diverse environments";"b1702"
"Microbial metabolism in diverse environments";"b1723"
"Microbial metabolism in diverse environments";"b1761"
"Microbial metabolism in diverse environments";"b1779"
"Microbial metabolism in diverse environments";"b1780"
"Microbial metabolism in diverse environments";"b1850"
"Microbial metabolism in diverse environments";"b1851"
"Microbial metabolism in diverse environments";"b1852"
"Microbial metabolism in diverse environments";"b1854"
"Microbial metabolism in diverse environments";"b1872"
"Microbial metabolism in diverse environments";"b1873"
"Microbial metabolism in diverse environments";"b1967"
"Microbial metabolism in diverse environments";"b1970"
"Microbial metabolism in diverse environments";"b2029"
"Microbial metabolism in diverse environments";"b2097"
"Microbial metabolism in diverse environments";"b2133"
"Microbial metabolism in diverse environments";"b2154"
"Microbial metabolism in diverse environments";"b2167"
"Microbial metabolism in diverse environments";"b2203"
"Microbial metabolism in diverse environments";"b2206"
"Microbial metabolism in diverse environments";"b2210"
"Microbial metabolism in diverse environments";"b2221"
"Microbial metabolism in diverse environments";"b2222"
"Microbial metabolism in diverse environments";"b2224"
"Microbial metabolism in diverse environments";"b2245"
"Microbial metabolism in diverse environments";"b2247"
"Microbial metabolism in diverse environments";"b2296"
"Microbial metabolism in diverse environments";"b2297"
"Microbial metabolism in diverse environments";"b2311"
"Microbial metabolism in diverse environments";"b2316"
"Microbial metabolism in diverse environments";"b2341"
"Microbial metabolism in diverse environments";"b2342"
"Microbial metabolism in diverse environments";"b2388"
"Microbial metabolism in diverse environments";"b2400"
"Microbial metabolism in diverse environments";"b2414"
"Microbial metabolism in diverse environments";"b2453"
"Microbial metabolism in diverse environments";"b2455"
"Microbial metabolism in diverse environments";"b2463"
"Microbial metabolism in diverse environments";"b2464"
"Microbial metabolism in diverse environments";"b2465"
"Microbial metabolism in diverse environments";"b2472"
"Microbial metabolism in diverse environments";"b2478"
"Microbial metabolism in diverse environments";"b2521"
"Microbial metabolism in diverse environments";"b2538"
"Microbial metabolism in diverse environments";"b2539"
"Microbial metabolism in diverse environments";"b2540"
"Microbial metabolism in diverse environments";"b2541"
"Microbial metabolism in diverse environments";"b2542"
"Microbial metabolism in diverse environments";"b2551"
"Microbial metabolism in diverse environments";"b2659"
"Microbial metabolism in diverse environments";"b2660"
"Microbial metabolism in diverse environments";"b2661"
"Microbial metabolism in diverse environments";"b2662"
"Microbial metabolism in diverse environments";"b2750"
"Microbial metabolism in diverse environments";"b2751"
"Microbial metabolism in diverse environments";"b2752"
"Microbial metabolism in diverse environments";"b2762"
"Microbial metabolism in diverse environments";"b2763"
"Microbial metabolism in diverse environments";"b2764"
"Microbial metabolism in diverse environments";"b2779"
"Microbial metabolism in diverse environments";"b2799"
"Microbial metabolism in diverse environments";"b2800"
"Microbial metabolism in diverse environments";"b2802"
"Microbial metabolism in diverse environments";"b2803"
"Microbial metabolism in diverse environments";"b2838"
"Microbial metabolism in diverse environments";"b2844"
"Microbial metabolism in diverse environments";"b2866"
"Microbial metabolism in diverse environments";"b2867"
"Microbial metabolism in diverse environments";"b2868"
"Microbial metabolism in diverse environments";"b2874"
"Microbial metabolism in diverse environments";"b2913"
"Microbial metabolism in diverse environments";"b2914"
"Microbial metabolism in diverse environments";"b2917"
"Microbial metabolism in diverse environments";"b2925"
"Microbial metabolism in diverse environments";"b2926"
"Microbial metabolism in diverse environments";"b2929"
"Microbial metabolism in diverse environments";"b2930"
"Microbial metabolism in diverse environments";"b2935"
"Microbial metabolism in diverse environments";"b2976"
"Microbial metabolism in diverse environments";"b2979"
"Microbial metabolism in diverse environments";"b2994"
"Microbial metabolism in diverse environments";"b2997"
"Microbial metabolism in diverse environments";"b3073"
"Microbial metabolism in diverse environments";"b3114"
"Microbial metabolism in diverse environments";"b3124"
"Microbial metabolism in diverse environments";"b3212"
"Microbial metabolism in diverse environments";"b3213"
"Microbial metabolism in diverse environments";"b3236"
"Microbial metabolism in diverse environments";"b3255"
"Microbial metabolism in diverse environments";"b3256"
"Microbial metabolism in diverse environments";"b3355"
"Microbial metabolism in diverse environments";"b3359"
"Microbial metabolism in diverse environments";"b3365"
"Microbial metabolism in diverse environments";"b3366"
"Microbial metabolism in diverse environments";"b3368"
"Microbial metabolism in diverse environments";"b3386"
"Microbial metabolism in diverse environments";"b3403"
"Microbial metabolism in diverse environments";"b3425"
"Microbial metabolism in diverse environments";"b3433"
"Microbial metabolism in diverse environments";"b3437"
"Microbial metabolism in diverse environments";"b3517"
"Microbial metabolism in diverse environments";"b3526"
"Microbial metabolism in diverse environments";"b3553"
"Microbial metabolism in diverse environments";"b3581"
"Microbial metabolism in diverse environments";"b3582"
"Microbial metabolism in diverse environments";"b3583"
"Microbial metabolism in diverse environments";"b3588"
"Microbial metabolism in diverse environments";"b3589"
"Microbial metabolism in diverse environments";"b3607"
"Microbial metabolism in diverse environments";"b3612"
"Microbial metabolism in diverse environments";"b3803"
"Microbial metabolism in diverse environments";"b3804"
"Microbial metabolism in diverse environments";"b3805"
"Microbial metabolism in diverse environments";"b3809"
"Microbial metabolism in diverse environments";"b3830"
"Microbial metabolism in diverse environments";"b3845"
"Microbial metabolism in diverse environments";"b3846"
"Microbial metabolism in diverse environments";"b3870"
"Microbial metabolism in diverse environments";"b3879"
"Microbial metabolism in diverse environments";"b3885"
"Microbial metabolism in diverse environments";"b3892"
"Microbial metabolism in diverse environments";"b3893"
"Microbial metabolism in diverse environments";"b3894"
"Microbial metabolism in diverse environments";"b3902"
"Microbial metabolism in diverse environments";"b3903"
"Microbial metabolism in diverse environments";"b3904"
"Microbial metabolism in diverse environments";"b3916"
"Microbial metabolism in diverse environments";"b3919"
"Microbial metabolism in diverse environments";"b3925"
"Microbial metabolism in diverse environments";"b3940"
"Microbial metabolism in diverse environments";"b3941"
"Microbial metabolism in diverse environments";"b3956"
"Microbial metabolism in diverse environments";"b4014"
"Microbial metabolism in diverse environments";"b4015"
"Microbial metabolism in diverse environments";"b4024"
"Microbial metabolism in diverse environments";"b4025"
"Microbial metabolism in diverse environments";"b4069"
"Microbial metabolism in diverse environments";"b4070"
"Microbial metabolism in diverse environments";"b4079"
"Microbial metabolism in diverse environments";"b4084"
"Microbial metabolism in diverse environments";"b4085"
"Microbial metabolism in diverse environments";"b4090"
"Microbial metabolism in diverse environments";"b4122"
"Microbial metabolism in diverse environments";"b4131"
"Microbial metabolism in diverse environments";"b4151"
"Microbial metabolism in diverse environments";"b4152"
"Microbial metabolism in diverse environments";"b4153"
"Microbial metabolism in diverse environments";"b4154"
"Microbial metabolism in diverse environments";"b4192"
"Microbial metabolism in diverse environments";"b4193"
"Microbial metabolism in diverse environments";"b4194"
"Microbial metabolism in diverse environments";"b4195"
"Microbial metabolism in diverse environments";"b4196"
"Microbial metabolism in diverse environments";"b4197"
"Microbial metabolism in diverse environments";"b4198"
"Microbial metabolism in diverse environments";"b4214"
"Microbial metabolism in diverse environments";"b4232"
"Microbial metabolism in diverse environments";"b4268"
"Microbial metabolism in diverse environments";"b4269"
"Microbial metabolism in diverse environments";"b4388"
"Microbial metabolism in diverse environments";"b4395"
"Microbial metabolism in diverse environments";"b4467"
"Microbial metabolism in diverse environments";"b4468"
"Microbial metabolism in diverse environments";"b4478"
"Carbon metabolism";"b0008"
"Carbon metabolism";"b0114"
"Carbon metabolism";"b0115"
"Carbon metabolism";"b0116"
"Carbon metabolism";"b0118"
"Carbon metabolism";"b0185"
"Carbon metabolism";"b0323"
"Carbon metabolism";"b0355"
"Carbon metabolism";"b0356"
"Carbon metabolism";"b0521"
"Carbon metabolism";"b0529"
"Carbon metabolism";"b0720"
"Carbon metabolism";"b0721"
"Carbon metabolism";"b0722"
"Carbon metabolism";"b0723"
"Carbon metabolism";"b0724"
"Carbon metabolism";"b0726"
"Carbon metabolism";"b0727"
"Carbon metabolism";"b0728"
"Carbon metabolism";"b0729"
"Carbon metabolism";"b0755"
"Carbon metabolism";"b0767"
"Carbon metabolism";"b0771"
"Carbon metabolism";"b0907"
"Carbon metabolism";"b1136"
"Carbon metabolism";"b1207"
"Carbon metabolism";"b1276"
"Carbon metabolism";"b1378"
"Carbon metabolism";"b1395"
"Carbon metabolism";"b1479"
"Carbon metabolism";"b1611"
"Carbon metabolism";"b1612"
"Carbon metabolism";"b1676"
"Carbon metabolism";"b1702"
"Carbon metabolism";"b1723"
"Carbon metabolism";"b1732"
"Carbon metabolism";"b1779"
"Carbon metabolism";"b1814"
"Carbon metabolism";"b1850"
"Carbon metabolism";"b1851"
"Carbon metabolism";"b1852"
"Carbon metabolism";"b1854"
"Carbon metabolism";"b2029"
"Carbon metabolism";"b2097"
"Carbon metabolism";"b2154"
"Carbon metabolism";"b2210"
"Carbon metabolism";"b2224"
"Carbon metabolism";"b2296"
"Carbon metabolism";"b2297"
"Carbon metabolism";"b2316"
"Carbon metabolism";"b2341"
"Carbon metabolism";"b2388"
"Carbon metabolism";"b2414"
"Carbon metabolism";"b2463"
"Carbon metabolism";"b2464"
"Carbon metabolism";"b2465"
"Carbon metabolism";"b2551"
"Carbon metabolism";"b2779"
"Carbon metabolism";"b2797"
"Carbon metabolism";"b2844"
"Carbon metabolism";"b2874"
"Carbon metabolism";"b2903"
"Carbon metabolism";"b2904"
"Carbon metabolism";"b2905"
"Carbon metabolism";"b2913"
"Carbon metabolism";"b2914"
"Carbon metabolism";"b2917"
"Carbon metabolism";"b2925"
"Carbon metabolism";"b2926"
"Carbon metabolism";"b2930"
"Carbon metabolism";"b2935"
"Carbon metabolism";"b2976"
"Carbon metabolism";"b3117"
"Carbon metabolism";"b3236"
"Carbon metabolism";"b3255"
"Carbon metabolism";"b3256"
"Carbon metabolism";"b3355"
"Carbon metabolism";"b3386"
"Carbon metabolism";"b3403"
"Carbon metabolism";"b3437"
"Carbon metabolism";"b3526"
"Carbon metabolism";"b3607"
"Carbon metabolism";"b3612"
"Carbon metabolism";"b3772"
"Carbon metabolism";"b3846"
"Carbon metabolism";"b3882"
"Carbon metabolism";"b3892"
"Carbon metabolism";"b3893"
"Carbon metabolism";"b3894"
"Carbon metabolism";"b3916"
"Carbon metabolism";"b3919"
"Carbon metabolism";"b3925"
"Carbon metabolism";"b3941"
"Carbon metabolism";"b3956"
"Carbon metabolism";"b4014"
"Carbon metabolism";"b4015"
"Carbon metabolism";"b4025"
"Carbon metabolism";"b4069"
"Carbon metabolism";"b4079"
"Carbon metabolism";"b4090"
"Carbon metabolism";"b4122"
"Carbon metabolism";"b4151"
"Carbon metabolism";"b4152"
"Carbon metabolism";"b4153"
"Carbon metabolism";"b4154"
"Carbon metabolism";"b4232"
"Carbon metabolism";"b4268"
"Carbon metabolism";"b4388"
"Carbon metabolism";"b4395"
"Carbon metabolism";"b4471"
"2-Oxocarboxylic acid metabolism";"b0071"
"2-Oxocarboxylic acid metabolism";"b0072"
"2-Oxocarboxylic acid metabolism";"b0073"
"2-Oxocarboxylic acid metabolism";"b0074"
"2-Oxocarboxylic acid metabolism";"b0077"
"2-Oxocarboxylic acid metabolism";"b0078"
"2-Oxocarboxylic acid metabolism";"b0118"
"2-Oxocarboxylic acid metabolism";"b0720"
"2-Oxocarboxylic acid metabolism";"b0771"
"2-Oxocarboxylic acid metabolism";"b0928"
"2-Oxocarboxylic acid metabolism";"b1136"
"2-Oxocarboxylic acid metabolism";"b1276"
"2-Oxocarboxylic acid metabolism";"b2290"
"2-Oxocarboxylic acid metabolism";"b2818"
"2-Oxocarboxylic acid metabolism";"b3359"
"2-Oxocarboxylic acid metabolism";"b3433"
"2-Oxocarboxylic acid metabolism";"b3670"
"2-Oxocarboxylic acid metabolism";"b3671"
"2-Oxocarboxylic acid metabolism";"b3769"
"2-Oxocarboxylic acid metabolism";"b3770"
"2-Oxocarboxylic acid metabolism";"b3771"
"2-Oxocarboxylic acid metabolism";"b3774"
"2-Oxocarboxylic acid metabolism";"b3957"
"2-Oxocarboxylic acid metabolism";"b3958"
"2-Oxocarboxylic acid metabolism";"b3959"
"2-Oxocarboxylic acid metabolism";"b4024"
"Fatty acid metabolism";"b0180"
"Fatty acid metabolism";"b0185"
"Fatty acid metabolism";"b0221"
"Fatty acid metabolism";"b0954"
"Fatty acid metabolism";"b1091"
"Fatty acid metabolism";"b1092"
"Fatty acid metabolism";"b1093"
"Fatty acid metabolism";"b1095"
"Fatty acid metabolism";"b1288"
"Fatty acid metabolism";"b1393"
"Fatty acid metabolism";"b1805"
"Fatty acid metabolism";"b2224"
"Fatty acid metabolism";"b2316"
"Fatty acid metabolism";"b2323"
"Fatty acid metabolism";"b2341"
"Fatty acid metabolism";"b2342"
"Fatty acid metabolism";"b2844"
"Fatty acid metabolism";"b3255"
"Fatty acid metabolism";"b3256"
"Fatty acid metabolism";"b3845"
"Fatty acid metabolism";"b3846"
"Degradation of aromatic compounds";"b0347"
"Degradation of aromatic compounds";"b0348"
"Degradation of aromatic compounds";"b0349"
"Degradation of aromatic compounds";"b0350"
"Degradation of aromatic compounds";"b0351"
"Degradation of aromatic compounds";"b0352"
"Degradation of aromatic compounds";"b0356"
"Degradation of aromatic compounds";"b1241"
"Degradation of aromatic compounds";"b1461"
"Degradation of aromatic compounds";"b1478"
"Degradation of aromatic compounds";"b2311"
"Degradation of aromatic compounds";"b2538"
"Degradation of aromatic compounds";"b2539"
"Degradation of aromatic compounds";"b2540"
"Degradation of aromatic compounds";"b2541"
"Degradation of aromatic compounds";"b2542"
"Degradation of aromatic compounds";"b3589"
"Biosynthesis of amino acids";"b0002"
"Biosynthesis of amino acids";"b0003"
"Biosynthesis of amino acids";"b0004"
"Biosynthesis of amino acids";"b0008"
"Biosynthesis of amino acids";"b0031"
"Biosynthesis of amino acids";"b0071"
"Biosynthesis of amino acids";"b0072"
"Biosynthesis of amino acids";"b0073"
"Biosynthesis of amino acids";"b0074"
"Biosynthesis of amino acids";"b0077"
"Biosynthesis of amino acids";"b0078"
"Biosynthesis of amino acids";"b0118"
"Biosynthesis of amino acids";"b0159"
"Biosynthesis of amino acids";"b0166"
"Biosynthesis of amino acids";"b0242"
"Biosynthesis of amino acids";"b0243"
"Biosynthesis of amino acids";"b0273"
"Biosynthesis of amino acids";"b0386"
"Biosynthesis of amino acids";"b0388"
"Biosynthesis of amino acids";"b0674"
"Biosynthesis of amino acids";"b0720"
"Biosynthesis of amino acids";"b0754"
"Biosynthesis of amino acids";"b0755"
"Biosynthesis of amino acids";"b0771"
"Biosynthesis of amino acids";"b0870"
"Biosynthesis of amino acids";"b0907"
"Biosynthesis of amino acids";"b0908"
"Biosynthesis of amino acids";"b0928"
"Biosynthesis of amino acids";"b1136"
"Biosynthesis of amino acids";"b1207"
"Biosynthesis of amino acids";"b1260"
"Biosynthesis of amino acids";"b1261"
"Biosynthesis of amino acids";"b1262"
"Biosynthesis of amino acids";"b1263"
"Biosynthesis of amino acids";"b1264"
"Biosynthesis of amino acids";"b1276"
"Biosynthesis of amino acids";"b1622"
"Biosynthesis of amino acids";"b1676"
"Biosynthesis of amino acids";"b1693"
"Biosynthesis of amino acids";"b1704"
"Biosynthesis of amino acids";"b1723"
"Biosynthesis of amino acids";"b1779"
"Biosynthesis of amino acids";"b1814"
"Biosynthesis of amino acids";"b1854"
"Biosynthesis of amino acids";"b2019"
"Biosynthesis of amino acids";"b2020"
"Biosynthesis of amino acids";"b2021"
"Biosynthesis of amino acids";"b2022"
"Biosynthesis of amino acids";"b2023"
"Biosynthesis of amino acids";"b2024"
"Biosynthesis of amino acids";"b2025"
"Biosynthesis of amino acids";"b2026"
"Biosynthesis of amino acids";"b2097"
"Biosynthesis of amino acids";"b2290"
"Biosynthesis of amino acids";"b2329"
"Biosynthesis of amino acids";"b2414"
"Biosynthesis of amino acids";"b2421"
"Biosynthesis of amino acids";"b2464"
"Biosynthesis of amino acids";"b2465"
